
@relation python_mistakes

@attribute commit_message string
@attribute additions numeric
@attribute deletions numeric
@attribute changes numeric
@attribute actual_changes string
@attribute attribute_TAB numeric
@attribute attribute_NEWLINE numeric
@attribute attribute_CARRIAGE_RETURN numeric
@attribute attribute_EXCLAMATION_MARK numeric
@attribute attribute_QUOTATION_MARK numeric
@attribute attribute_NUMBER_SIGN numeric
@attribute attribute_DOLLAR_SIGN numeric
@attribute attribute_PERCENT_SIGN numeric
@attribute attribute_AMPERSAND numeric
@attribute attribute_APOSTROPHE numeric
@attribute attribute_LEFT_PARENTHESIS numeric
@attribute attribute_RIGHT_PARENTHESIS numeric
@attribute attribute_ASTERISK numeric
@attribute attribute_PLUS_SIGN numeric
@attribute attribute_COMMA numeric
@attribute attribute_HYPHEN-MINUS numeric
@attribute attribute_FULL_STOP numeric
@attribute attribute_SOLIDUS numeric
@attribute attribute_DIGIT_ZERO numeric
@attribute attribute_DIGIT_ONE numeric
@attribute attribute_DIGIT_TWO numeric
@attribute attribute_DIGIT_THREE numeric
@attribute attribute_DIGIT_FOUR numeric
@attribute attribute_DIGIT_FIVE numeric
@attribute attribute_DIGIT_SIX numeric
@attribute attribute_DIGIT_SEVEN numeric
@attribute attribute_DIGIT_EIGHT numeric
@attribute attribute_DIGIT_NINE numeric
@attribute attribute_COLON numeric
@attribute attribute_SEMICOLON numeric
@attribute attribute_LESS-THAN_SIGN numeric
@attribute attribute_EQUALS_SIGN numeric
@attribute attribute_GREATER-THAN_SIGN numeric
@attribute attribute_QUESTION_MARK numeric
@attribute attribute_COMMERCIAL_AT numeric
@attribute attribute_LEFT_SQUARE_BRACKET numeric
@attribute attribute_REVERSE_SOLIDUS numeric
@attribute attribute_RIGHT_SQUARE_BRACKET numeric
@attribute attribute_CIRCUMFLEX_ACCENT numeric
@attribute attribute_LOW_LINE numeric
@attribute attribute_GRAVE_ACCENT numeric
@attribute attribute_LEFT_CURLY_BRACKET numeric
@attribute attribute_VERTICAL_LINE numeric
@attribute attribute_RIGHT_CURLY_BRACKET numeric
@attribute attribute_TILDE numeric
@attribute LETTERS_CHANGED numeric
@attribute class {yes, no}

@data
'Small fix', 1, 1, 24, ' SPACE SPACE SPACE SPACE optimal LOW_LINE kernel SPACE EQUALS_SIGN SPACE umkl LOW_LINE descent LEFT_PARENTHESIS kernels COMMA SPACE DIGIT_ZERO FULL_STOP DIGIT_FIVE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE weights COMMA SPACE objective LOW_LINE values SPACE EQUALS_SIGN SPACE umkl LOW_LINE descent LEFT_PARENTHESIS kernels COMMA SPACE DIGIT_ZERO FULL_STOP DIGIT_FIVE RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, no
'Production Summary added Seconds processing', 1, 1, 19, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE boxes SPACE EQUALS_SIGN SPACE FieldUnit FULL_STOP objects FULL_STOP filter LEFT_PARENTHESIS harvest LOW_LINE date LOW_LINE LOW_LINE year EQUALS_SIGN datetime FULL_STOP now LEFT_PARENTHESIS RIGHT_PARENTHESIS FULL_STOP year RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE boxes SPACE EQUALS_SIGN SPACE FieldUnit FULL_STOP objects FULL_STOP filter LEFT_PARENTHESIS harvest LOW_LINE date LOW_LINE LOW_LINE year EQUALS_SIGN datetime FULL_STOP now LEFT_PARENTHESIS RIGHT_PARENTHESIS FULL_STOP year RIGHT_PARENTHESIS FULL_STOP filter LEFT_PARENTHESIS field EQUALS_SIGN None RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, no
'findnas  findac', 1, 1, 3, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE n SPACE EQUALS_SIGN SPACE reddy FULL_STOP connection FULL_STOP find LOW_LINE nas LEFT_PARENTHESIS host RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE n SPACE EQUALS_SIGN SPACE reddy FULL_STOP connection FULL_STOP find LOW_LINE ac LEFT_PARENTHESIS host RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, no
'fix some broken imports', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE print SPACE APOSTROPHE PERCENT_SIGN s SPACE label SPACE mean SPACE cv SPACE accuracy COLON SPACE PERCENT_SIGN FULL_STOP DIGIT_TWO f REVERSE_SOLIDUS n APOSTROPHE SPACE PERCENT_SIGN SPACE LEFT_PARENTHESIS label LOW_LINE set COMMA SPACE np FULL_STOP mean LEFT_PARENTHESIS scores RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE print SPACE APOSTROPHE PERCENT_SIGN s SPACE label SPACE mean SPACE cv SPACE accuracy COLON SPACE PERCENT_SIGN FULL_STOP DIGIT_FOUR f REVERSE_SOLIDUS n APOSTROPHE SPACE PERCENT_SIGN SPACE LEFT_PARENTHESIS label LOW_LINE set COMMA SPACE np FULL_STOP mean LEFT_PARENTHESIS scores RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'suitepy must pass at least once through the backtrack loopChanging the default of newest to 0 meant that the combinedloop which handles both backtrack and nonbacktrack conditionswas never executing leading to undefined variablesSignedoffby Dan Mick danmickredhatcom', 1, 1, 1, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN SPACE limit COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN EQUALS_SIGN SPACE limit COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'add etldrnull etldrnone', 1, 1, 28, ' SPACE SPACE SPACE SPACE if SPACE a LOW_LINE value SPACE in SPACE LEFT_SQUARE_BRACKET APOSTROPHE APOSTROPHE COMMA SPACE None COMMA SPACE APOSTROPHE None APOSTROPHE RIGHT_SQUARE_BRACKET COLON NEWLINE SPACE SPACE SPACE SPACE if SPACE a LOW_LINE value SPACE in SPACE LEFT_SQUARE_BRACKET APOSTROPHE APOSTROPHE COMMA SPACE None COMMA SPACE APOSTROPHE None APOSTROPHE COMMA SPACE APOSTROPHE etldr LOW_LINE none APOSTROPHE COMMA SPACE APOSTROPHE etldr LOW_LINE null APOSTROPHE RIGHT_SQUARE_BRACKET COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, no
'port80', 1, 1, 11, ' SPACE SPACE SPACE SPACE app FULL_STOP run LEFT_PARENTHESIS host EQUALS_SIGN APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_ZERO FULL_STOP DIGIT_ZERO FULL_STOP DIGIT_ZERO APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE app FULL_STOP run LEFT_PARENTHESIS host EQUALS_SIGN APOSTROPHE DIGIT_ZERO FULL_STOP DIGIT_ZERO FULL_STOP DIGIT_ZERO FULL_STOP DIGIT_ZERO APOSTROPHE COMMA port EQUALS_SIGN APOSTROPHE DIGIT_EIGHT DIGIT_ZERO APOSTROPHE RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Production Summary added Seconds processing', 1, 1, 6, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE d SPACE EQUALS_SIGN SPACE geopy LOW_LINE distance LEFT_PARENTHESIS box DIGIT_ONE FULL_STOP position COMMA SPACE box DIGIT_TWO FULL_STOP position RIGHT_PARENTHESIS FULL_STOP meters NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE d SPACE EQUALS_SIGN SPACE geopy LOW_LINE distance LEFT_PARENTHESIS box DIGIT_ONE FULL_STOP point COMMA SPACE box DIGIT_TWO FULL_STOP point RIGHT_PARENTHESIS FULL_STOP meters NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, no
'small fix', 1, 1, 15, ' SPACE SPACE SPACE SPACE p FULL_STOP add LOW_LINE argument LEFT_PARENTHESIS QUOTATION_MARK HYPHEN-MINUS r QUOTATION_MARK COMMA SPACE QUOTATION_MARK HYPHEN-MINUS HYPHEN-MINUS regex QUOTATION_MARK COMMA SPACE help EQUALS_SIGN QUOTATION_MARK regex SPACE of SPACE model SPACE file APOSTROPHE s SPACE name QUOTATION_MARK COMMA SPACE default EQUALS_SIGN r APOSTROPHE CIRCUMFLEX_ACCENT wiki LOW_LINE titles LOW_LINE FULL_STOP ASTERISK REVERSE_SOLIDUS FULL_STOP model DOLLAR_SIGN APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE p FULL_STOP add LOW_LINE argument LEFT_PARENTHESIS QUOTATION_MARK HYPHEN-MINUS r QUOTATION_MARK COMMA SPACE QUOTATION_MARK HYPHEN-MINUS HYPHEN-MINUS regex QUOTATION_MARK COMMA SPACE help EQUALS_SIGN QUOTATION_MARK regex SPACE of SPACE model SPACE file APOSTROPHE s SPACE name QUOTATION_MARK COMMA SPACE default EQUALS_SIGN r APOSTROPHE CIRCUMFLEX_ACCENT FULL_STOP ASTERISK LOW_LINE REVERSE_SOLIDUS d PLUS_SIGN d REVERSE_SOLIDUS FULL_STOP model DOLLAR_SIGN APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, no
' ', 1, 1, 17, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE self FULL_STOP app FULL_STOP name PLUS_SIGN QUOTATION_MARK SPACE token SPACE created SPACE at SPACE QUOTATION_MARK PLUS_SIGN self FULL_STOP created NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE return SPACE self FULL_STOP app FULL_STOP name PLUS_SIGN QUOTATION_MARK SPACE token SPACE COLON SPACE QUOTATION_MARK PLUS_SIGN self FULL_STOP content NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, no
'modified   paramspy', 1, 1, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE fixed LOW_LINE param LOW_LINE range APOSTROPHE COLON SPACE np FULL_STOP linspace LEFT_PARENTHESIS DIGIT_ZERO FULL_STOP DIGIT_THREE COMMA SPACE HYPHEN-MINUS DIGIT_ZERO FULL_STOP DIGIT_THREE COMMA SPACE nPoints RIGHT_PARENTHESIS COMMA REVERSE_SOLIDUS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE fixed LOW_LINE param LOW_LINE range APOSTROPHE COLON SPACE np FULL_STOP linspace LEFT_PARENTHESIS DIGIT_ZERO FULL_STOP DIGIT_TWO COMMA SPACE HYPHEN-MINUS DIGIT_ZERO FULL_STOP DIGIT_ONE COMMA SPACE nPoints RIGHT_PARENTHESIS COMMA REVERSE_SOLIDUS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'IMP Bye to crmrmalotmassreturn module crmrmalotmassreturn module was joined with crmclaimrma', 1, 1, 14, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE crm LOW_LINE rma LOW_LINE lot LOW_LINE mass LOW_LINE return APOSTROPHE COMMA NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE crm LOW_LINE claim LOW_LINE rma APOSTROPHE COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, no
'Fix some typos', 4, 4, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE to SPACE configure COMMA SPACE especially SPACE on SPACE virtual SPACE envoironments SPACE such SPACE as SPACE AWS FULL_STOP NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE to SPACE configure COMMA SPACE especially SPACE on SPACE virtual SPACE environments SPACE such SPACE as SPACE AWS FULL_STOP NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE set LEFT_PARENTHESIS key COMMA SPACE value RIGHT_PARENTHESIS SPACE SPACE SPACE FULL_STOP FULL_STOP FULL_STOP SPACE set SPACE the SPACE value SPACE to SPACE the SPACE curren SPACE system NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE set LEFT_PARENTHESIS key COMMA SPACE value RIGHT_PARENTHESIS SPACE SPACE SPACE FULL_STOP FULL_STOP FULL_STOP SPACE set SPACE the SPACE value SPACE to SPACE the SPACE current SPACE system NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE It SPACE will SPACE be SPACE concatinated SPACE with SPACE single SPACE space FULL_STOP NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE It SPACE will SPACE be SPACE concatenated SPACE with SPACE single SPACE space FULL_STOP NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE SOLIDUS etc SOLIDUS timezone SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE FULL_STOP FULL_STOP FULL_STOP SPACE Debian SOLIDUS Ubnutu NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE SOLIDUS etc SOLIDUS timezone SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE FULL_STOP FULL_STOP FULL_STOP SPACE Debian SOLIDUS Ubuntu NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, no
'exceptional error in topython def', 1, 1, 10, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE TypeError COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE Exception COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, no
'agreement sale blah uses region', 1, 1, 35, ' SPACE SPACE SPACE SPACE if SPACE scheme SPACE in SPACE LEFT_SQUARE_BRACKET APOSTROPHE property APOSTROPHE COMMA SPACE APOSTROPHE land LOW_LINE transfer APOSTROPHE COMMA SPACE APOSTROPHE holidays APOSTROPHE RIGHT_SQUARE_BRACKET COLON NEWLINE SPACE SPACE SPACE SPACE if SPACE scheme SPACE in SPACE LEFT_SQUARE_BRACKET APOSTROPHE property APOSTROPHE COMMA SPACE APOSTROPHE land LOW_LINE transfer APOSTROPHE COMMA SPACE APOSTROPHE agreement LOW_LINE sale LOW_LINE purchase LOW_LINE real LOW_LINE estate APOSTROPHE RIGHT_SQUARE_BRACKET COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 15, no
'BUG replaced old Events syntax from CCCP', 2, 3, 40, 'from SPACE FULL_STOP FULL_STOP SPACE import SPACE Events NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE name SPACE EQUALS_SIGN SPACE Events FULL_STOP add LOW_LINE event LEFT_PARENTHESIS link FULL_STOP text FULL_STOP replace LEFT_PARENTHESIS APOSTROPHE SPACE APOSTROPHE COMMA SPACE APOSTROPHE APOSTROPHE RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE name SPACE EQUALS_SIGN SPACE catalog FULL_STOP add LOW_LINE event LEFT_PARENTHESIS link FULL_STOP text FULL_STOP replace LEFT_PARENTHESIS APOSTROPHE SPACE APOSTROPHE COMMA SPACE APOSTROPHE APOSTROPHE RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE Events FULL_STOP journal LOW_LINE events LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE catalog FULL_STOP journal LOW_LINE events LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'BUG extra return value uncaught', 1, 1, 9, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE bestz COMMA SPACE bestkind COMMA SPACE bestsig SPACE EQUALS_SIGN SPACE event FULL_STOP get LOW_LINE best LOW_LINE redshift LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE bestz COMMA SPACE bestkind COMMA SPACE bestsig COMMA SPACE bestsrc SPACE EQUALS_SIGN SPACE event FULL_STOP get LOW_LINE best LOW_LINE redshift LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'Merge branch lzkelleyrestructureimport of httpsgithubcomastrocatalogssne into lzkelleyrestructureimport lzkelleyrestructureimport of httpsgithubcomastrocatalogssne  BUG replaced old Events calls', 1, 1, 11, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP log FULL_STOP debug LEFT_PARENTHESIS QUOTATION_MARK Events FULL_STOP add LOW_LINE event LEFT_PARENTHESIS RIGHT_PARENTHESIS QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP log FULL_STOP debug LEFT_PARENTHESIS QUOTATION_MARK catalog FULL_STOP add LOW_LINE event LEFT_PARENTHESIS RIGHT_PARENTHESIS QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, no
'suitepy must pass at least once through the backtrack loopChanging the default of newest to 0 meant that the combinedloop which handles both backtrack and nonbacktrack conditionswas never executing leading to undefined variablesSignedoffby Dan Mick danmickredhatcom', 1, 1, 1, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN SPACE limit COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN EQUALS_SIGN SPACE limit COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Merge pull request 888 from dmickmastersuitepy must pass at least once through the backtrack loop', 1, 1, 1, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN SPACE limit COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE while SPACE backtrack SPACE LESS-THAN_SIGN EQUALS_SIGN SPACE limit COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Adjust geoip2 db', 1, 1, 1, ' SPACE SPACE SPACE SPACE return SPACE getattr LEFT_PARENTHESIS settings COMMA SPACE APOSTROPHE GEOIP LOW_LINE PATH APOSTROPHE COMMA SPACE os FULL_STOP path FULL_STOP join LEFT_PARENTHESIS BASE LOW_LINE DIR COMMA SPACE DEFAULT LOW_LINE DATA LOW_LINE DIR RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE return SPACE getattr LEFT_PARENTHESIS settings COMMA SPACE APOSTROPHE GEOIP LOW_LINE PATH APOSTROPHE COMMA SPACE os FULL_STOP path FULL_STOP join LEFT_PARENTHESIS BASE LOW_LINE DIR COMMA SPACE DEFAULT LOW_LINE DATA LOW_LINE DIR RIGHT_PARENTHESIS RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Merge branch master of githubcomcatonwanggodbless', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN SPACE logging FULL_STOP info LEFT_PARENTHESIS res FULL_STOP content RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE logging FULL_STOP info LEFT_PARENTHESIS res FULL_STOP content RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'BUG replaced old Events calls', 1, 1, 11, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP log FULL_STOP debug LEFT_PARENTHESIS QUOTATION_MARK Events FULL_STOP add LOW_LINE event LEFT_PARENTHESIS RIGHT_PARENTHESIS QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP log FULL_STOP debug LEFT_PARENTHESIS QUOTATION_MARK catalog FULL_STOP add LOW_LINE event LEFT_PARENTHESIS RIGHT_PARENTHESIS QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, no
'Use Django 1813 bump to v18130', 1, 1, 5, ' LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ONE FULL_STOP DIGIT_EIGHT FULL_STOP DIGIT_ONE DIGIT_ONE FULL_STOP DIGIT_EIGHT APOSTROPHE NEWLINE LOW_LINE LOW_LINE version LOW_LINE LOW_LINE SPACE EQUALS_SIGN SPACE APOSTROPHE DIGIT_ONE FULL_STOP DIGIT_EIGHT FULL_STOP DIGIT_ONE DIGIT_THREE FULL_STOP DIGIT_ZERO APOSTROPHE', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
